path,kind,module,revision,step,substep_id,status,method,evidence,reason
src/lib/friends.ts,source,friends,4c2cf3706616daacecd1e82ddef57bf974c396ed52d7bf0675d1c0ea6bbeda85,03,03-S05,待验证,全文阅读+链路追踪,evidence/03-chat-review.md · C-15;C-16(冻结),RPC find_profile_by_email 返回形状与 SECURITY DEFINER 待核线上；UI 冻结
src/lib/local-store.ts,source,shell,00451dc642cc0cee07a8fb921330fd6e7a1d81777ae9fdf44362b8763f89c00d,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-15,
src/lib/logman.ts,source,shell,e86f3e903b4983e7c75003501c06afaf5253dfcbc0afef2773673158e7436e87,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-19,
src/lib/posts.ts,source,memories,cc9ba6c18db862920de22bb73986d35e0d4c1cc19f0757c41bac9a7853d66665,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-01;B-13,
src/lib/profiles.ts,source,world,d346230c92c2ad4788df7d118764992d9e3b16527ef1285be18362698913906e,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-04,
src/lib/storage.ts,source,memories,b30ab1f02c914ffc1ee8d968895bef3782056429cf2555d602397dd119e7a023,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-02;B-03;B-04;B-20；另见 03-auth-session：A-08;A-16,
src/lib/supabase.ts,source,auth,565a17a0afbe2e8ddec1ba1ef375e3c87354d92c7cc31effa27f7d69ecad9959,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-02；另见 03-chat：C-15（断网时 currentUserId 误报未登录）,
src/lib/worlds.ts,source,world,6a06e696f9a27a23d2eb21073608c4aa49ca2d65c2eb0e8fac75f900d8789354,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-02;A-07;A-10,
src/main.tsx,source,shell,b55536ca4298bf5df5c37c7052508a4b6d3f39ead10307a121c224f6966bb4c0,03,03-S03,已检查,全文阅读+链路追踪,"evidence/03-auth-session-review.md · no finding, checked StrictMode root + side-effect imports",
src/pages/LoginPage.module.css,style,auth,2a01703008da5e021cc781100c2939a9e30c3cd8f7b6a1c9f82d56487e085708,03,03-S07,已检查,类名契约交叉比对（LoginPage.tsx 引用 ↔ 定义）,evidence/03-coordinator-review.md · no finding：LoginPage.tsx 与 ResetPasswordPage.tsx 引用的 CSS Module 类全部有定义，定义的类全部有消费者（两页共用）,
src/pages/LoginPage.tsx,source,auth,cc0abada6a6e41a262d88c46322086683ecd201425d28450d87f3c3e4c3a8c49,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-11;A-12,
src/pages/ProtectedRoute.tsx,source,auth,c6d73c16eab642a8ff102ffebc4d7ad6448afc3b59bb21e21205d9b68c0c860a,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-13,
src/pages/ResetPasswordPage.tsx,source,auth,4946be64c506a132b4e3df3d684c6c47354a75cac27a76625fc7100afdcd96af,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-11;A-12;A-19,
src/pages/WorldPage.tsx,source,world,017863b028359b3547900ac625938ebd789e46624f3d05fc34e34a296135366c,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-04;A-14;A-15;A-18；另见 03-chat：C-02;C-09;C-13;C-18；另见 03-room-shell：D-09 D-10 D-11 D-18,
src/pages/world/useLiveClock.ts,source,shell,bc1dfd0a28e0e5f56a304dc3d1588deace3f583492657f7164ff524274cc11af,03,03-S06,已检查,全文阅读,evidence/03-room-shell-review.md · no finding；另见 03-auth-session：A-14,
src/pages/world/usePersistedState.ts,source,world,0e111c8ccbae7c85fa5a99ca4ea0f11c5798610d26425431d59b1c33dfaba695,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-15,
src/pages/world/useSurfaceRouter.ts,source,world,29d1aa1cd6bae33bc72f3a5568c4b659d59bd65860838912293912465bc82fc7,03,03-S03,已检查,全文阅读+链路追踪,"evidence/03-auth-session-review.md · A-05；另见 03-memories：no finding, checked MODAL_TABS vs SURFACES keys and hotspot ids；另见 03-room-shell：no finding, 5 hotspot ids and 5 rail keys all routed",
src/pages/world/useWeather.ts,source,shell,705bf6c70b6bbf0a543a61fb6ecb94e25b26aa0b69670ce75d90d83b669a5dce,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-02 (async auto weather vs scene load)；另见 03-auth-session：A-15;A-20,
src/pages/world/useWorldSession.ts,source,world,9ce61c87b399b3b38687ea8eaee1a086341ae1230417d6f6fb0aca9d68aa2674,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-02;A-06;A-08;A-09;A-10;A-19,
src/themes/cinnaglass/calendar.tsx,source,calendar,0b7a5149010db665e7201bc3c62ad290d660e01eb49cb2dd2fcbfb368d519746,03,03-S06,已检查,全文阅读+链路追踪,"evidence/03-room-shell-review.md · D-09; ANNIV hardcode gone, shared date math confirmed",
src/themes/cinnaglass/chat/bubble-dust.ts,source,chat,61354cd162cdebbc13a6c969109ddd0cc47ef6cfe96ca4396b9e1180af62f893,03,03-S05,已检查,全文阅读+链路追踪,"evidence/03-chat-review.md · no finding, checked rAF 循环自终止、canvas 结束清空、无 React；C-18 文件头旧名",
src/themes/cinnaglass/chat/chat-composer.tsx,source,chat,34ee6b4fa0de66492c92a8354e822a54b39736718771c69fdce956948992c1b3,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-05(maxLength 500);C-18,
src/themes/cinnaglass/chat/chat-data.ts,source,chat,cbc6bf2d83233995e88ac6b970574162d44dbb7838cbd4a4f16907c537e120e1,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-18;§6 PA-030 返回面 24 字段一致,
src/themes/cinnaglass/chat/chat-hub.styles.tsx,source,chat,3018cf83825cf204223a5892bc1ce1982803bc2a56a02a78f04f0b39665ee183,03,03-S05,已检查,全文阅读+链路追踪,"evidence/03-chat-review.md · no finding, checked sending/failed/vanish 状态类与 message-list 类名一一对应；C-18 文件头旧名",
src/themes/cinnaglass/chat/chat-hub.tsx,source,chat,d31455b17eb88fcffcde127c87d23e3fa6b0e9e3042e6f287ab5502b808c8ffa,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-12;C-18;§6 convsFor 单点成立,
src/themes/cinnaglass/chat/conv-nav.tsx,source,chat,2605ce6db79084d3b79182de816529b32feff5c53b51b9419892740586c50358,03,03-S05,已检查,全文阅读+链路追踪,"evidence/03-chat-review.md · no finding, checked key 全为 c.id、冻结区分组仍渲染符合 chat.md §五.3；C-18 文件头旧名",
src/themes/cinnaglass/chat/emoji-data.ts,source,emotes,b1d0e992a79f8436b1277b13277e50cc96c0068aacb2889e01f2e6d47ee581c4,03,03-S05,已检查,全文阅读+链路追踪,"evidence/03-chat-review.md · no finding, checked 230 条 e/k 结构一致、ALL_EMOJI 一次性 flatMap、key 用 x.e 无重复字符",
src/themes/cinnaglass/chat/emote-picker.tsx,source,emotes,6d0218397a8afc114dd701a10fbeba89a7acd2bfe093ba70ff75f24dc2e9c6a1,03,03-S05,受限,全文阅读+链路追踪,evidence/03-chat-review.md · C-15;§3 复核项（accept image/* + createImageBitmap 客户端护栏成立）,Tenor 搜图与 URL 导入的服务端行为不可核；TENOR_API_KEY 未配无法验
src/themes/cinnaglass/chat/friends-page.tsx,source,friends,5ac816c154513fc6e600f7c78d63d1e7c0d537a9548aa79521070a18941e8466,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-15(冻结);§6 §五.3 成立,
src/themes/cinnaglass/chat/message-list.tsx,source,chat,af1e289637f7669d3074e3dc9332d3fea20d889b8084fa6833f5e9fe3ac35050,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-05;C-08;C-18,
src/themes/cinnaglass/chat/store.ts,source,chat,780155e91cbf0504bd3d0dd2f775d36f400ef1489fc16503f0f91bcde1a22dfd,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-03(mergeRows/upsertReactions 并集语义);C-09;C-17;C-18,
src/themes/cinnaglass/chat/use-account-stream.ts,source,friends,c6c4d4fea8d5f342b789b27767f576597e5fb7aba8c163bd82e211b9fa755e9e,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-03;§4 适配器（冻结区数据层，仍在役）,
src/themes/cinnaglass/chat/use-emote-library.ts,source,emotes,ea2e52d1e28f2afa2b516a61ed73f3c9c5fc977b7e5b4ca96f78c9f9c0078cd3,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-10;C-11,
src/themes/cinnaglass/chat/use-message-store.ts,source,chat,be4f15c2fcfdcf78301ba5e4087a598f33fa270f7391e7ac0b9e9a3b1a1ef341,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-03;C-10;C-14;C-19,
src/themes/cinnaglass/chat/use-optimistic-send.ts,source,chat,066d548cb51a77f4e5abe2693beca1abc50bb4f0ff83ba10bfb60c886bcdd339,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-04;C-05;C-06;C-12;C-17,
src/themes/cinnaglass/chat/use-world-stream.ts,source,chat,1159c0819cc839d2ca15378e1ec097c365b5fb7ff263a8a4a0fb607ace6c9f77,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-03;C-07;§4 适配器,
src/themes/cinnaglass/cinnaglass.css,style,css,4fa6a5ef8fbbd61f6ad4126ff37f439153b30077693b242c3a998efe54f453b6,03,03-S06,已检查,全文阅读(契约维度),evidence/03-room-shell-review.md · D-14 D-15,
src/themes/cinnaglass/icons.tsx,source,shell,e7e5460f98beda9967946074694fa4817f33c97e1c1b15083b5861a1da86592b,03,03-S06,已检查,头部+导出清单阅读,"evidence/03-room-shell-review.md · no finding, export list only (icon paths not reviewed)",
src/themes/cinnaglass/image-slot.js,source,surfaces,54497fc943439124f97be988525826ae886a7cb17f941bc8c4a32938d3ef039f,03,03-S04,已检查,全文阅读+链路追踪,"evidence/03-memories-review.md · §2 contract row: no custom event, localStorage ow-image-slots-v1, sole consumer settings.tsx",
src/themes/cinnaglass/journal/diary.css,style,journal,a892c09ed7b1b374e64f8dc6ac4c1e1e751bb97f173cc82105d7b1543a63aa5e,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-16; frozen area,
src/themes/cinnaglass/journal/layout.ts,source,journal,c317084ad0b33967d680ab0472a458350483b6df900aa8d5f327eaa29c90b686,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-04;B-11;B-12;B-15;B-18,
src/themes/cinnaglass/journal/room-book.tsx,source,journal,46d07acd1cb4970b4848dacd9120f679019788509efb096fb357abfa4b677227,03,03-S04,已检查,全文阅读+链路追踪,"evidence/03-memories-review.md · B-06;B-07;B-18; turn engine cleanup/re-entrancy checked, no finding",
src/themes/cinnaglass/journal/room.css,style,journal,d55fa161827a4a603bd28ea8db1b6cfadb44db70b9408437b9cb48ac8e62525e,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-15; class contract cross-check passed; frozen area,
src/themes/cinnaglass/journal/turn-controller.ts,source,journal,9db021363f91d9c347402f89dbf8ea2cf4dff8c30a3f3f8cada4ddc5f0e5b8d1,03,03-S04,已检查,全文阅读+链路追踪,"evidence/03-memories-review.md · B-18; no finding, checked RAF cancel, max 3 in flight, listener removal in destroy",
src/themes/cinnaglass/journal/turn.css,style,journal,81bddf659207994494a7e27c161122cd791a573d4cab756df63c43715d61ca99,03,03-S04,已检查,全文阅读+链路追踪,"evidence/03-memories-review.md · no finding, checked z-index 25/26 vs .pd 40 and preserve-3d ancestors; frozen area",
src/themes/cinnaglass/journal/turn.ts,source,journal,59a9d2f98dd5d70fe206d3d9f784f2bbe3cab7f998c0a28602101d06ccf9d3e7,03,03-S04,已检查,全文阅读+链路追踪,"evidence/03-memories-review.md · B-18; no finding, checked clone/destroy and updateImages contract vs check-journal-turn.mjs",
src/themes/cinnaglass/lobby.tsx,source,world,1b3538a7186248e7531830940dc190d841c70ffb953082296f26b87527dfd791,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-10;A-19,
src/themes/cinnaglass/login-backdrop.tsx,source,auth,22d4f9f5922e2d32dfc8e54a51eb731a24d3fb71a70b5fbe5606f46fbd22e7e6,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-19,
src/themes/cinnaglass/materials.css,style,css,46c56d5895656fd4704c339623ab740634d1e5103f79e7cfb7da999c520c3e70,03,03-S06,已检查,全文阅读(契约维度),evidence/03-room-shell-review.md · no finding,
src/themes/cinnaglass/model.ts,source,settings,74c23b6f255728c77e68bcd999ab61e618ca811791cd3db8460cbe2e41e32a73,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-03;A-19,
src/themes/cinnaglass/music-tracks.ts,source,music,72f369de3795d47179698ff03f2424e6fac5b8f3596db8fcad25dccc19414c40,03,03-S06,已检查,全文阅读,"evidence/03-room-shell-review.md · no finding, generative recipes only, no external URLs",
src/themes/cinnaglass/music.tsx,source,music,c695f82ccd2ea33bf2fd4a3ea782db63b6f2f61d7c010934710b9c5edb4514b5,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-12,
src/themes/cinnaglass/profile.ts,source,settings,66e4a6baab5d032f74f8f222fdb60a94fe7df088a897167c9e6dfffc69e32b4c,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-03;A-16;A-18,
src/themes/cinnaglass/room/affordance.ts,source,room,b8ac33e2cad18cc06d12741ef4cab6c2759b7b22b0bb514344e038575f8c3c7e,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-05 D-17; hitArea/eventMode/cursor checked ok,
src/themes/cinnaglass/room/character-layer.ts,source,room,abdc845df7b62592fce0d9ca99c6d29df3f5a6f597635ca5dac09fd4f49f273b,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-05 (contact shadow texture cached),
src/themes/cinnaglass/room/clock-layer.ts,source,room,9e3e5c5b527d1c167674e575c44fe809b2bc988f56100071503f5b87c57f3d2e,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-08; wall-clock drift checked ok,
src/themes/cinnaglass/room/compositor.ts,source,room,e8a2937b7def6c4b4dd4ac9ac88aa2d18b99a57b3960ecf381bc0d387c3d5747,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-01 D-02 D-03 D-04 D-06 D-07 D-08 D-16,
src/themes/cinnaglass/room/fade-queue.ts,source,room,7f7d6ad6ec43ba7aed076f7ad075c9ee07fb33d491c031c796f2e1575d5653e8,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-05; re-entrancy checked ok,
src/themes/cinnaglass/room/homography.ts,source,room,af9bd9c4cc719ec1732423068c6d056d67124b259172434f1b5efcb2a79db0f5,03,03-S06,已检查,全文阅读+链路追踪,"evidence/03-room-shell-review.md · no finding, checked inv3 guard and discCorners order vs PerspectiveMesh",
src/themes/cinnaglass/room/lighting.ts,source,room,d1de569ca47a7f84c551c7af785098133c10d2829393515796d958bb2674197d,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-05 D-06,
src/themes/cinnaglass/room/rain-layer.ts,source,room,833b48d375c737d38c4c98bc8877ac4d9563622bc50133119221089e1a3ae43a,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-08; setRaining guard checked ok,
src/themes/cinnaglass/room/room-scene.tsx,source,room,f9d374848d2ebd26eacd389831f9c2b6cc7f294d8761a618f3b2db1a2c965b2e,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-02 D-03 D-04 D-07 D-14 D-16 D-19; StrictMode double-run traced ok,
src/themes/cinnaglass/room/room-types.ts,source,room,c92dec8a8fa3006bf9fd51c56be208aef53b7650ab1cbdea40a109101e94f179,03,03-S06,已检查,全文阅读+链路追踪,"evidence/03-room-shell-review.md · no finding, every field mapped to a consumer (§2)",
src/themes/cinnaglass/room/study-room.ts,source,room,acb8faea6c834472b7a287298ec1fdd2f5c6643c64849316ea466957c4ee3b8e,03,03-S06,已检查,全文阅读+路径核对,"evidence/03-room-shell-review.md · no finding, 19 asset paths exist, manifest values match (§7)",
src/themes/cinnaglass/room/textures.ts,source,room,26605b69cc17fd67b9dde037037fb4f06b58592610a557e05af68ddfc6c5dc09,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-05,
src/themes/cinnaglass/room/turntable-prop.ts,source,room,366eb46a111c2a6fb270021f3e78d3cdd2a3205e950db039531d61ac7c6ef907,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-03 D-04; refit retire queue checked ok,
src/themes/cinnaglass/settings.tsx,source,settings,ef95753476c21e7e5f45213cf57cfb5525256c57d2a421a8759f3a3394c9c661,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-01;A-03;A-04;A-12;A-19,
src/themes/cinnaglass/shell/ambience.tsx,source,shell,51d0d96d4946ccad44098342991932471ab01af00e6fbed948959d54355ca178,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-15; mood/weather enums match tweaks.ts,
src/themes/cinnaglass/shell/chat-card.tsx,source,shell,c202b0e6243e5cb47c625c1e0bc7ac1e8a1bcab98d7c865a7e376e97ad3e0dab,03,03-S05,待验证,全文阅读+链路追踪,evidence/03-chat-review.md · C-05(无 maxLength);C-09;C-13;C-18;§6 PA-016 静态成立,第二步修复后从未在浏览器渲染（无 .env.local）
src/themes/cinnaglass/shell/floaters.tsx,source,shell,f20919d7ff079ce6bcfe273ca4156600d6f244f5d34035febf90ecc486c76c66,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-09 D-12 D-15 D-17,
src/themes/cinnaglass/shell/navigation-glass.css,style,css,a0278dbc1b262d658bc24a82ffbe4045f854c2f4fa934f6493d28c2d92545b9e,03,03-S06,已检查,全文阅读(契约维度),evidence/03-room-shell-review.md · D-14 D-15,
src/themes/cinnaglass/shell/rail-icons.tsx,source,shell,348575486f8d0a46a70a65163b009ba414eb509c5062fa1533383b6791d806cc,03,03-S06,已检查,全文阅读,evidence/03-room-shell-review.md · no finding,
src/themes/cinnaglass/shell/rail.tsx,source,shell,e79cc7cfa5514144486c562f57e629725b946ebefaef71c48bb99c8a280338bf,03,03-S06,已检查,全文阅读+链路追踪,evidence/03-room-shell-review.md · D-10 D-15,
src/themes/cinnaglass/shell/use-world-chat-bubble.ts,source,shell,429546bbcf787bcc385125def7277e35fe298621e2e8aa86bcbb7bbd82cdf344,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-01;C-02,
src/themes/cinnaglass/shell/world-surfaces.tsx,source,surfaces,4f97291f34561871ba0383737b7a62210cab7b9adb49223571db98286b0ee6a8,03,03-S04,已检查,全文阅读+链路追踪,"evidence/03-memories-review.md · no finding, checked mounting point always mounted and tab/origin pass-through",
src/themes/cinnaglass/surfaces/author-tone.ts,source,surfaces,5c8eb988a80fd00b3f23884f1b00b856500d166c44b3eeda3ca7c4b6b8f6c385,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-11;B-18,
src/themes/cinnaglass/surfaces/composer.tsx,source,surfaces,4314eb3ad2e8032e8f48f99954faddd7425d41d31de6992abaa1f2942f38f978,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-02;B-03;B-05;B-18,
src/themes/cinnaglass/surfaces/date-format.ts,source,surfaces,92ae9435a09be702cdc82c10e1c77cbbeebbaac087c8a14cbb9449082827d93f,03,03-S04,已检查,全文阅读+链路追踪,"evidence/03-memories-review.md · B-18; no logic finding, checked local-day comparison",
