path,kind,module,revision,step,substep_id,status,method,evidence,reason
ai/Features/timeline.md,text,ai/Features,826cfb348550ab7dd2801daeec6d3d7b932538a6040fa590d048ff7fa1aa6312,01,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#f10--timelinemd-结构臃肿已否决方案与在役事实混排；第一步修改后由审核复读（压缩稿/修正稿全文）,回忆链路功能细节真源，在役；S3 断链 dev-create-couple.sql；三套已否决视觉与在役事实混排（F10）
ai/Features/ui-system/audit.md,text,ai/Features,396430f361440c480d0f9b3150677407a976af1fbfcc86521d89d230a4132c63,01,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#1-逐文件用途判定表；第一步修改后由审核复读（压缩稿/修正稿全文）,2026-09-11 UI 现状审计时点证据，在役；依赖表与代码核对一致（scene.tsx/rooms.ts/world-settings/Msg）
ai/Features/ui-system/ui-system.md,text,ai/Features,a840a7f44456d6f6dadaeff031649504056de5250c94f9a77d631d28d9b643dc,01,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#1-逐文件用途判定表；第一步修改后由审核复读（压缩稿/修正稿全文）,UI/UX 统一计划真源（A/B/C、M0-M6），在役；子目录规则遵守；§2.1 与 navigation-glass.md 重复
ai/PROJECT.md,text,ai/PROJECT.md,046a596d9b237f2cdc264da80e6d16b87c37a958dc8da1ff6a369241d8e14043,01,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#1-逐文件用途判定表；第一步修改后由审核复读（压缩稿/修正稿全文）,PRD+技术事实唯一真源，人/agent 每会话读，在役；数据库节自称临时真源；S1/S10 陈旧、F8 唱片机长段重复
ai/STYLE.md,text,ai/STYLE.md,c25a1a57eaf45d52e6ba176c328a932dff61c635799eb8cb8914b33a2cc5ff4d,01,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#f3--stylemd--uxmd-已成-stub但源码-6-处按章节号引用；第一步修改后由审核复读（压缩稿/修正稿全文）,兼容入口 stub（2026-09-13 缩为 5 行），仍有 design_system/reboot/代码注释入向引用，保留
ai/TODO.md,text,ai/TODO.md,9152afd71e8d7a7640367b438a66bf98b6a576512b5157dd463539ae86d0cfe9,01,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#1-逐文件用途判定表；第一步修改后由审核复读（压缩稿/修正稿全文）,任务唯一来源，在役；[x]/[ ] 与代码核对一致；S2 three 依赖陈述陈旧；F8 五轮唱片机记录过长
ai/UX.md,text,ai/UX.md,c84cbfb442c88214c83f28bca80059c4e7b5986830d56a2e4db75d23eda48123,01,01-S05,已检查,全文阅读+grep 引用核验+对照源码/磁盘,evidence/ai-core-review.md#f3--stylemd--uxmd-已成-stub但源码-6-处按章节号引用；第一步修改后由审核复读（压缩稿/修正稿全文）,兼容入口 stub（6 行），src 5 处按已消失章节号引用，需改指 interaction.md，保留
ai/blender/scripts/build_avatar.py,text,ai/blender,fcfdd7f79f5513883518f191cfaec301c13af50b0daa72f06839fea2ba9b16c8,01,01-S05,已检查,全文阅读+grep 消费者核验+git 历史,evidence/ai-core-review.md#f7--aiblender-三脚本--artsmeshes-整条-3d-管线无消费者,Blender 云朵小狗→GLB，产物已删、角色改双帧立绘；无消费者，删除候选
ai/blender/scripts/build_metaspace.py,text,ai/blender,29e6cfd4987aca8a1faae30ff75927585cb898e69936f8986b795fd754f068bf,01,01-S05,已检查,全文阅读+grep 消费者核验+git 历史,evidence/ai-core-review.md#f7--aiblender-三脚本--artsmeshes-整条-3d-管线无消费者,Blender 大宅建模→GLB（R3F 用），消费者/产物/依赖均于 4619fff 退役，spec metaspace.md 从未入库，Windows 路径；无消费者，删除候选
ai/blender/scripts/preview_cameras.py,text,ai/blender,572c44901eb599668c3f22e459482941c2f12f1fb6ba502fd7e5557107ead930,01,01-S05,已检查,全文阅读+grep 消费者核验+git 历史,evidence/ai-core-review.md#f7--aiblender-三脚本--artsmeshes-整条-3d-管线无消费者,按已删 metaspace.tsx ZONES 渲机位预览；同步对象已不存在；无消费者，删除候选
ai/design_system/README.md,text,ai/design_system,936a8a19cf14b86dff00ad364b4db436e634f847ced4a630e4f4b4d999a10fc6,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#顶层常驻文档,目录组织说明，当前规范（目录说明），被 PROJECT/STYLE/concept README 链接；保留
ai/design_system/character.md,text,ai/design_system,4802a153c92c60f442234bd4532ce032f9fd2d1d6f2edb3a9bc11f6552dcc576,01,01-S06,已检查,全文阅读+grep 引用核验+对照源码,evidence/design-review.md#顶层常驻文档,角色当前规范+实现记录；呼吸/摆动/眨眼数值与 pixi-scene.ts L979-999 一致；保留
ai/design_system/concept/README.md,text,ai/design_system,20b034550e9ea44951219bc6a4e080859f384da66a7e630936d045772dc2dba4,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#concept,概念档案索引，当前有效索引；链接全部存在；保留
ai/design_system/concept/baselines/companionship-room/01-main-morning.png,binary,ai/design_system,eb7475dace6b3a030ff46fe3411f5ccde818b9dfa36e244866548d3e535a7f5f,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#concept,2026-08-09 概念图，历史归档/正式副本；sha 与 codex-visual/20260809-101107Z 相同(F-01)；引用：仅本目录 codex-report；保留
ai/design_system/concept/baselines/companionship-room/02-main-night-rain.png,binary,ai/design_system,b620dcb0dff9128a09bfdbf045d2fa38d6653165ff9f36a528f091ddd177e42f,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#concept,2026-08-09 概念图，历史归档/正式副本；sha 与 codex-visual/20260809-101107Z 相同(F-01)；引用：ui-system.html×2、两份 prompts.md、codex-report；保留
ai/design_system/concept/baselines/companionship-room/03-desktop-widget.png,binary,ai/design_system,131c875bf697e5e9c3712613a8d6351cbeb0e2f403ea2feb63e2634195d0d8bb,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#concept,2026-08-09 概念图，历史归档/正式副本；sha 与 codex-visual/20260809-101107Z 相同(F-01)；引用：concept/README、codex-report；保留
ai/design_system/concept/baselines/companionship-room/04-timeline-open-state.png,binary,ai/design_system,16a98780c2fed8cbd35f2436a38e211edfc8ca911ae6559c23fee73bf16e352d,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#concept,2026-08-09 概念图，历史归档/正式副本；sha 与 codex-visual/20260809-101107Z 相同(F-01)；引用：仅本目录 codex-report；保留
ai/design_system/concept/baselines/companionship-room/05-character-action-atlas.png,binary,ai/design_system,b05279b2eaa0b66d731faa1ec086814ab132fa9c31c3fe22f7b0e886209731b2,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#concept,2026-08-09 概念图，历史归档/正式副本；sha 与 codex-visual/20260809-101107Z 相同(F-01)；引用：character.md、concept/README、codex-report；保留
ai/design_system/concept/baselines/companionship-room/06-presence-comparison.png,binary,ai/design_system,7cd2d9875eb19a324402339ede40eb6220132bcc01e3466eed694b7d2b362150,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#concept,2026-08-09 概念图，历史归档/正式副本；sha 与 codex-visual/20260809-101107Z 相同(F-01)；引用：仅本目录 codex-report；保留
ai/design_system/concept/baselines/companionship-room/codex-report.md,text,ai/design_system,009b3f01e6399a727f6bd3d9f9442fe65d962ad99e9307c8bb1090d3ce6d0391,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#concept,2026-08-09 原报告+2026-09-12 归档说明，历史归档；引用 ai/STYLE.md 已成跳转页(S-03)；保留
ai/design_system/concept/proposals/living-props/anim-exploded-jar.png,binary,ai/design_system,ab9ea14361ec47c5d3b696717ae5458afcbcfc0b4f64ae714ee90fb523a507c2,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#concept,活物分层手稿，研究；零单文件引用（living-props.md 只提目录）；sha 同 codex-visual/20260823-054106Z；D-01
ai/design_system/concept/proposals/living-props/anim-exploded-turntable.png,binary,ai/design_system,f439618b6ca713c24b9ac7a79b1a75b8a97230e71c6f557b081999556c163402,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#concept,活物分层手稿，研究；零单文件引用（living-props.md 只提目录）；sha 同 codex-visual/20260823-054106Z；D-01
ai/design_system/concept/proposals/living-props/anim-scene-map.png,binary,ai/design_system,03db58e9e08585f706ca6463cf39fa730fb746bdaf285e1f9ac34c2f439945b8,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#concept,活物分解总图，研究；被 concept/README 引用；sha 同 codex-visual/20260823-054106Z(F-01)；保留
ai/design_system/design-system.md,text,ai/design_system,35d857e6d09143ba6a5f94c9bf6eb08b52d33866d4a53508d2156b3e06dfe95b,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#顶层常驻文档,设计系统总入口，当前规范 2026-09-13，check-design-system 根节点；素材位置表 12 路径均存在；保留
ai/design_system/effects.md,text,ai/design_system,a6074714fe07c6048961829158927aee7dee360522811502c7e70122a21dcf20,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#顶层常驻文档；第一步修改后由审核复读（压缩稿/修正稿全文）,环境效果当前规范；引用 gradient-textures.png/index.html 存在；保留
ai/design_system/props.md,text,ai/design_system,3925321f75f2544f7a9a3f59ac4876aaca75f5b49b67cb28baab1a1c22ab0737,01,01-S06,已检查,全文阅读+grep 引用核验+对照源码,evidence/design-review.md#顶层常驻文档,物件当前规范；热点 ID 与 study-room.ts 一致，引用资源存在；保留
ai/design_system/research/README.md,text,ai/design_system,c3b80d96708e5d9e43573f206a29c1255774502301dce6b84096ce87b8094dd6,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#research,美术研究索引，当前有效；保留
ai/design_system/research/art-relighting-preview/golden-rain-glow.png,binary,ai/design_system,88b2430e33e44a1cd874da6b28f6fb54c4e6ef93c116eae1bf9a82ab1b9bee53,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,wash/glow 纹理导出，index.html 用 Canvas 同参数再生成且不读取此文件，零引用；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting-preview/golden-rain-wash.png,binary,ai/design_system,392a37ed3254a232238715f4f8c412aa66fd6ab65fb87e452a3e05b730aa6558,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,wash/glow 纹理导出，index.html 用 Canvas 同参数再生成且不读取此文件，零引用；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting-preview/golden-sun-glow.png,binary,ai/design_system,65727245a1556671764ba2fee3954462a30898be46726556b9d69ac20d482411,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,wash/glow 纹理导出，index.html 用 Canvas 同参数再生成且不读取此文件，零引用；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting-preview/golden-sun-wash.png,binary,ai/design_system,804cf1b452060beb0baa898d42f1016f239bfc3e70aea118c071e4e99722b699,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,wash/glow 纹理导出，index.html 用 Canvas 同参数再生成且不读取此文件，零引用；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting-preview/gradient-textures.png,binary,ai/design_system,b043f61bc72606145f84350ffb1f3096fc533d4817670db71430d7b8d12c91c7,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,12 纹理静态对照图，被 effects.md/art-relighting.md 引用；保留
ai/design_system/research/art-relighting-preview/index.html,text,ai/design_system,0553e741ff5d91beb6e01f505a8c17874c877e213d4e9765a15b2910ce84c7c2,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#art-relighting-preview,光层预览 HTML，研究预览；fetch recipes.json，原画用 Vite 根路径需 dev server(F-08)；保留
ai/design_system/research/art-relighting-preview/night-rain-glow.png,binary,ai/design_system,698a3be29c21d99a0d516bde3e710eeef8825284fe39b1a89136d057c3139644,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,wash/glow 纹理导出，index.html 用 Canvas 同参数再生成且不读取此文件，零引用；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting-preview/night-rain-wash.png,binary,ai/design_system,55b2618fe537ef0191c6e0c7570e2aae192d9cd0cbf4a785bbfc9d471405dbec,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,wash/glow 纹理导出，index.html 用 Canvas 同参数再生成且不读取此文件，零引用；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting-preview/night-sun-glow.png,binary,ai/design_system,218989d6e048925efdfd091df1ef6d06399ed1f5ccd54c4ba3b9c8d828c03545,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,wash/glow 纹理导出，index.html 用 Canvas 同参数再生成且不读取此文件，零引用；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting-preview/night-sun-wash.png,binary,ai/design_system,62f25972b5251b7c2c5320f24437aa14412f50c1e5df081b0e902c4992160913,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,wash/glow 纹理导出，index.html 用 Canvas 同参数再生成且不读取此文件，零引用；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting-preview/rain-layer-strength.png,binary,ai/design_system,3009783529cd47b713507c16674af17f731184a2b72c2f4182bb8d75bc03d059,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,雨层强度对照图，全仓零引用，一次性输出；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting-preview/recipes.json,text,ai/design_system,7eff3ed60483ea5890a2de156bfdd20679a07804dad2700d852ce27b9c5ee9c9,01,01-S06,已检查,全文阅读+grep 引用核验+对照源码,evidence/design-review.md#art-relighting-preview,配方快照，验证证据；sourceSha256 与当前 pixi-scene.ts 一致；保留
ai/design_system/research/art-relighting-preview/twilight-rain-glow.png,binary,ai/design_system,6897f95c4cfb226028e49589ba76dcab0812b16460c1daa7313b642f38cf22ec,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,wash/glow 纹理导出，index.html 用 Canvas 同参数再生成且不读取此文件，零引用；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting-preview/twilight-rain-wash.png,binary,ai/design_system,b9d0ae0c0293d8d8075fc14fe4e90c5b921c802337841eae23cd1135c1b54fb9,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,wash/glow 纹理导出，index.html 用 Canvas 同参数再生成且不读取此文件，零引用；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting-preview/twilight-sun-glow.png,binary,ai/design_system,ee3bbcdfd692ed36ed0e9057147dc5d02a7e4a2bb3216e8e8b7d3b479b476637,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,wash/glow 纹理导出，index.html 用 Canvas 同参数再生成且不读取此文件，零引用；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting-preview/twilight-sun-wash.png,binary,ai/design_system,6094ea6f924a7e911beacfe454736fc07973cb4f032ed86b73177347efa65b5b,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#art-relighting-preview,wash/glow 纹理导出，index.html 用 Canvas 同参数再生成且不读取此文件，零引用；D-02；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/research/art-relighting.md,text,ai/design_system,b185c6527820249138ec06e2dba2957026de921f3c9fe3655fc59858a58dcdfd,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#research；第一步修改后由审核复读（压缩稿/修正稿全文）,2026-09-12 研究+实现记录；lighting-layers/recipes.json 路径不存在(S-01)、Windows 本机 skill 路径(S-02)；保留需修
ai/design_system/research/living-props.md,text,ai/design_system,e215a284958794469f57cbb9d8b68ebbd519260ee0f9e6c69f116eb7ad83f97c,01,01-S06,已检查,全文阅读+grep 引用核验+对照源码,evidence/design-review.md#research；第一步修改后由审核复读（压缩稿/修正稿全文）,2026-08-22 活物调研，研究（部分已实现）；被 props.md/TODO 引用；保留
ai/design_system/research/production-batches.md,text,ai/design_system,7a4471eed6ed9c04415a5abcd7089d906423267f3db55c6a62e9e84733fb0195,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#research；第一步修改后由审核复读（压缩稿/修正稿全文）,13 个 codex-visual 批次索引，与 uiux 侧 5 条互补合计 18；保留
ai/design_system/research/visual-principles-2026-09-12.md,text,ai/design_system,d1a81689adbd960971d3a373f781fefd57b35f39d9ccbb20b854ed2e590a4598,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#research；第一步修改后由审核复读（压缩稿/修正稿全文）,主美视觉准则研究；STYLE 链接语义过时(S-03)；保留
ai/design_system/scene.md,text,ai/design_system,53445e8583baeb6c7536cdd2bafd7bf6bc48cc42bab2b973f012974fbf40b7c9,01,01-S06,已检查,全文阅读+grep 引用核验+对照源码,evidence/design-review.md#顶层常驻文档；第一步修改后由审核复读（压缩稿/修正稿全文）,场景当前规范；原画 1586×992 与 sips 一致，全部路径存在；保留
ai/design_system/uiux/README.md,text,ai/design_system,50fcd59b24e7d604adc2a51fc047af630b74a38cc9959d8608c8b8c07b1ad73d,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#uiux-顶层,目录说明，与实际一致；保留
ai/design_system/uiux/cinnaglass/README.md,text,ai/design_system,5c9d8926733e92b90bfb0b66e2a3b7296af008356161cbb84647576a3a8dcbf0,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-主题,目录说明；保留
ai/design_system/uiux/cinnaglass/decisions.md,text,ai/design_system,b4ba6af3884b1e38556bb5094b4f53da8ff85a4f45d7afb5a11e9d042a6f6dad,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-主题,U-01~U-06 当前 UI 决定 2026-09-12，被 13 个历史 HTML 横幅链回；保留
ai/design_system/uiux/cinnaglass/journal-room-object/book-implementation.md,text,ai/design_system,01fa5845f19540b213c5ab83cb4d3ad7074d64187df1455afc4c2fc1bbc9048c,01,01-S06,已检查,全文阅读+grep 引用核验+对照源码,evidence/design-review.md#journal-room-object-文档；第一步修改后由审核复读（压缩稿/修正稿全文）,2026-09-07 静态书本实装记录；数值与 journal-room.css 一致；保留
ai/design_system/uiux/cinnaglass/journal-room-object/book-prompts.md,text,ai/design_system,4365ec599deb0fff847c01b23dbe6703b63682340b24367dd71eb74ec32c5f18,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#journal-room-object-文档,书本/羽毛笔生成 prompt 原件；保留
ai/design_system/uiux/cinnaglass/journal-room-object/book-verification/alpha-review.png,binary,ai/design_system,e8276f33318e84543b4a42457fe68cd78a96cd98608ef6d6e1a8d75d0557da6f,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#book-verification,透明边缘检查图，被 book-implementation 引用；保留
ai/design_system/uiux/cinnaglass/journal-room-object/book-verification/book-comparison.png,binary,ai/design_system,f23ab7071b722880de2e77d022a3b0dee8a18fab88201b8437a7043688428b7f,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#book-verification,批准稿/实装并排图，被 book-implementation/ui-system.html 引用；保留
ai/design_system/uiux/cinnaglass/journal-room-object/book-verification/book-golden.png,binary,ai/design_system,76abab582aa53a26f5376e7a8776ad456d083765a489a70f0b800193c616c086,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#book-verification,脚本产出，零引用，一次性输出；D-05
ai/design_system/uiux/cinnaglass/journal-room-object/book-verification/book-night.png,binary,ai/design_system,998ba15f0b7a3d1b70bf309c522ce07f4f38fd73e8b757af84342a6af880edba,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#book-verification,compare-journal-art 拼图输入（中间件），无文档引用；保留（脚本依赖）
ai/design_system/uiux/cinnaglass/journal-room-object/book-verification/book-twilight.png,binary,ai/design_system,1a3c863d591a06044a6abe46f6495f2b9dd23f9fd9df1eb74771996a1ac97e70,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#book-verification,脚本产出，零引用，一次性输出；D-05
ai/design_system/uiux/cinnaglass/journal-room-object/book-verification/design-content-golden.png,binary,ai/design_system,c6b9fea5504b5f9e3cad7130c12793058a193bb053aaf0e2c7eaef8d03921cbe,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#book-verification,验证证据，被 ui-system.html 链接；保留
ai/design_system/uiux/cinnaglass/journal-room-object/book-verification/design-content-night.png,binary,ai/design_system,a4d735738f025571f4f075355ec6bc74a91050c8d7beb65009aca76a105d9bc9,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#book-verification,正式验收证据，被 ui-system.md/html、book-implementation、脚本断言引用；保留
ai/design_system/uiux/cinnaglass/journal-room-object/book-verification/design-content-twilight.png,binary,ai/design_system,bc74bcb4b79f5753b1064f6f72b362de4b06f626e2af6656bd828a04abd16099,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#book-verification,验证证据，被 ui-system.html 链接；保留
ai/design_system/uiux/cinnaglass/journal-room-object/book-verification/design-system.png,binary,ai/design_system,02dc6e5a70fd4c5ab464813b64fd1313910802b113e10292bed99590c0387ca2,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#book-verification,文档页自截图，零引用；D-05
