path,kind,revision,step,substep_id,status,method,evidence,reason
src/lib/profiles.ts,text,dd5375a1ef8aa65e5cea890eddc8e0d63c37c153c719868f01a1496109c29b58,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/lib/storage.ts,text,e7d280984cffd306442c0c8e82797531f69f5e1eda9c2a42252aec7e2b5d5421,02,02-S04,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/journal-screens-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/lib/supabase.ts,text,565a17a0afbe2e8ddec1ba1ef375e3c87354d92c7cc31effa27f7d69ecad9959,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/lib/worlds.ts,text,bc9b35a90b8a1c4ba7cdb1216bb6677f2218b2f52ed621c3355c2ddee23448f5,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/main.tsx,text,f19c77ea8d79cdbe4b3b7290673114c323b1828023140f9f76d3b9156978310d,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/pages/LoginPage.module.css,text,2a01703008da5e021cc781100c2939a9e30c3cd8f7b6a1c9f82d56487e085708,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/pages/LoginPage.tsx,text,a7a76c98694668d0f9e15d2f04d5d62c659be900d1c8cd1a64fc26a01abf79f1,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/pages/ProtectedRoute.tsx,text,03e75bae58e9b8342639b2e14222a829e6167c29a4a5abf463844329edea78a9,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/pages/ResetPasswordPage.tsx,text,3878ed4805441ace264a181038c3435551d2b82fba8d0976603f6306dba34157,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/pages/WorldPage.tsx,text,20cfd9d49d2122f9da99701fbc3d6c1b3b5d1d1e902314db99a7a59dade0b154,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/calendar.tsx,text,9d3ee1d7754e8d90a0f2bb680e8cac378559267aca4472a2756fb63ba8d8051d,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/channel-screen.tsx,text,17edf6a67985d2a8a4a35c7e02c79c211dff66c4555b4dc0d1bbc9c92f13bf0f,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/chat-data.ts,text,a730386a12645d0d8cd956c8a9a8b29f4c387df34460b84ff8b839d85f1e1170,02,02-S05,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/chat-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/cinnaglass.css,text,e3641c770bad97bf37754333cc8257afd1ebba4af947d20f267189b317b39374,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/diary.css,text,60656f7ed190c0ea51ad7b00b862f9b9dca931ee06e66cb1bc707ef91f02c68d,02,02-S04,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/journal-screens-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/emoji-data.ts,text,b1d0e992a79f8436b1277b13277e50cc96c0068aacb2889e01f2e6d47ee581c4,02,02-S05,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/chat-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/emote-picker.tsx,text,cb18feaf0809430aca1a492d18668d31dd48f297d480ae8effa2f74c2fc46a23,02,02-S05,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/chat-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/friends-page.tsx,text,4adb3450710d0892ac40581ab86a4796656f820f9b9c80f03f628101448fd91d,02,02-S05,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/chat-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/icons.tsx,text,e7e5460f98beda9967946074694fa4817f33c97e1c1b15083b5861a1da86592b,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/image-slot.js,text,9e0472fca6af670ac1be245c4192cc9bd5cc203026f4d1a94df05e7945a1c094,02,02-S04,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/journal-screens-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/journal-layout.ts,text,c317084ad0b33967d680ab0472a458350483b6df900aa8d5f327eaa29c90b686,02,02-S04,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/journal-screens-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/journal-room-book.tsx,text,702aebc55daf48e92f3ba404906f43c199dda8d95f1aa51f681c719d9427462b,02,02-S04,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/journal-screens-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/journal-room.css,text,d55fa161827a4a603bd28ea8db1b6cfadb44db70b9408437b9cb48ac8e62525e,02,02-S04,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/journal-screens-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/journal-turn-controller.ts,text,123c5d35c706d484ff94659cf7b32e163d56da258a45a5e013eb370efe6ca1ac,02,02-S04,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/journal-screens-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/journal-turn.css,text,81bddf659207994494a7e27c161122cd791a573d4cab756df63c43715d61ca99,02,02-S04,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/journal-screens-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/journal-turn.ts,text,667f57b7d5375525239955008b073aae5dd81f20f63933763ea77d7dfff6cb82,02,02-S04,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/journal-screens-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/lobby.tsx,text,1b3538a7186248e7531830940dc190d841c70ffb953082296f26b87527dfd791,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/materials.css,text,46c56d5895656fd4704c339623ab740634d1e5103f79e7cfb7da999c520c3e70,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/model.ts,text,968e04f10bf15582a1293c1bfb8e885686d4d680becbd1594c7cb512c8c2d48a,02,02-S03,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/room-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/music-tracks.ts,text,72f369de3795d47179698ff03f2424e6fac5b8f3596db8fcad25dccc19414c40,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/music.tsx,text,af66a0f0fbfcfdd321409b94d8179a06871974e4c21b3c6b0ebbac92dfc5ca5d,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/profile.ts,text,9f11128bb90499fdcc585272f76d42b81dce5c06dd0d41415118b6410d411f71,02,02-S03,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/room-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/room/pixi-scene.ts,text,ab6a62d2816a582538d14ec7d1f4a266f48f9b57a54a78835d86842d28aa13ef,02,02-S03,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/room-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/room/room-scene.tsx,text,aeb90124b1b2314ce696755a7eb886d06cfca6efeecc4c685931a9dbbd88b604,02,02-S03,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/room-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/room/room-types.ts,text,c92dec8a8fa3006bf9fd51c56be208aef53b7650ab1cbdea40a109101e94f179,02,02-S03,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/room-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/room/study-room.ts,text,502489fb5b30906ef577e0f68c96bed86ec7c86fda2f19d1f9ab30126757aa60,02,02-S03,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/room-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/scene.tsx,text,f076df36dcbaa9d3c453bd1df37339ed800bfc728f9d1934fc89f621710ed8ed,02,02-S03,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/room-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/screens.tsx,text,17da0634a22616eb35c3e127dbc08396d71b4c9b26ab837aef004556ca9d29cf,02,02-S04,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/journal-screens-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/settings.tsx,text,caa17a58bd0ffb903c341afbfe9a993f3c4f905eefc890b2758a80aafe155bfa,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/shell/ambience.tsx,text,52c07b6e2f55894a6398507a7a41e4f1cd8862a9937f955dac223a4e826e2440,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/shell/chat-card.tsx,text,7622f6c291635c206c8f360eecb41f1ef56da882fdce8182cf4d4e7bf80efb22,02,02-S05,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/chat-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/shell/floaters.tsx,text,03f5ba518d87a16993fd652c66cf68f32b697d4eb953d8789977ed212c05ddd2,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/shell/navigation-glass.css,text,a0278dbc1b262d658bc24a82ffbe4045f854c2f4fa934f6493d28c2d92545b9e,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/shell/rail-icons.tsx,text,0eab95a11ff088c4d711b819b0c6f7726ad77a7d8f6845327f816b3824df6a9b,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/shell/rail.tsx,text,946fb26085c608d990767e3648e3b21f437ccd7b3d76e8f54ee5cceb4f8638e2,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/tweaks.ts,text,afce182f3096a8813a3af3f66dae6e0b09bd249f98e6d0e645ae44e1544cbdc8,02,02-S03,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/room-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/types.d.ts,text,c8bdaa2d0697d163b5e37854af49bf7aefed7fd19688e674397a512a39e2ae88,02,02-S04,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/journal-screens-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/themes/cinnaglass/world-settings.tsx,text,846518ba052ec1690e75048c9516e7cc938e20afc2be68c8e34951e9b2f508dd,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/types/chat.ts,text,bd764d70046f2691db1e48efe35c2be9217864f41120dd0b412158e031e1c5cb,02,02-S05,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/chat-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/types/feed.ts,text,c3adbc6ba6e650cbc01cd553bfd493a2041cd2e5469cdc95bd52001b6c44c09d,02,02-S04,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/journal-screens-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
src/types/index.ts,text,e799ce4e854ae2205cfe66cbc5d4ec281a40edb2f3e33bd96ed56c836e42fc6f,02,02-S06,已检查,分区 agent 全文阅读 + AST 结构扫描 + 审核复核 diff/tsc/eslint/build,evidence/shell-structure-review.md；evidence/*-apply-log.md,自有源码/配置：职责、依赖方向、复用与注释本步已审并按 A 类落实
